No,Scopus_Match_Key,Scopus_ISSN,Scopus_EISSN,Scopus_Title,Active or Inactive,Coverage,Titles Discontinued by Scopus,Source Type,"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
1352,1473-5970,1473-5970,1757-8426,Journal of Corporate Law Studies,Active,2013-2026; 2004,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1353,1463-001X,1463-001X,1479-1048,Journal of Corporate Real Estate,Active,1998-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,2394-9643,2394-9643,2454-213X,Journal of Creating Value,Active,2015-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
1357,0973-2586,0973-2586,0973-2594,Journal of Creative Communications,Active,2006-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1358,1744-6619,1744-6619,1755-9723,Journal of Credit Risk,Active,2011-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1359,0022-0221,0022-0221,1552-5422,Journal of Cross-Cultural Psychology,Active,1970-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
1360,1542-8052,1542-8052,1542-8044,Journal of Culinary Science and Technology,Active,2006-2026,,Journal,Life Sciences,,,,,Agricultural and Biological Sciences ,,,,,,,,,,,,,,,,,,,,,,,,,
1361,0885-2545,0885-2545,1573-6997,Journal of Cultural Economics,Active,1977-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1362,2044-1266,2044-1266,2044-1274,Journal of Cultural Heritage Management and Sustainable Development,Active,2011-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1363,1064-1734,1064-1734,2164-7313,Journal of Current Issues and Research in Advertising,Active,2012-2026; 1992-2010,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1063-8016,1063-8016,1533-8010,Journal of Database Management,Active,2003-2026; 1998-1999; 1995; 1990,,Journal,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
1366,1741-2439,1741-2439,1741-2447,Journal of Database Marketing and Customer Strategy Management,Inactive,2009-2012,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
1367,1246-0125,1246-0125,2116-7052,Journal of Decision Systems,Active,1992-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1368,2054-0892,2054-0892,2054-0906,Journal of Demographic Economics,Active,2015-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
1369,1753-9641,1753-9641,1753-965X,Journal of Derivatives and Hedge Funds,Inactive,2009-2014,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1370,2212-571X,2212-571X,,Journal of Destination Marketing and Management,Active,2012-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
1371,0304-3878,0304-3878,,Journal of Development Economics,Active,1974-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
1372,0022-0388,0022-0388,1743-9140,Journal of Development Studies,Active,1964-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1373,2050-0076,2050-0076,2050-0084,Journal of Digital and Social Media Marketing,Active,2018-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1374,2773-0670,,2773-0670,Journal of Digital Economy,Active,2022-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
1375,0022-0418,0022-0418,1758-7379,Journal of Documentation,Active,1945-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,Social Sciences ,,,
1376,0949-6181,0949-6181,1862-0019,Journal of East European Management Studies,Inactive,2004-2024; 1996-2001,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
1377,1066-9868,1066-9868,1528-6959,Journal of East-West Business,Active,1994-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,2156-6674,,2156-6674,Journal of Econometric Methods,Active,2015-2026; 2012-2013,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,,,,
1380,0304-4076,0304-4076,1872-6895,Journal of Econometrics,Active,1973-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,,,,
1381,2054-6246,2054-6238,2054-6246,Journal of Economic and Administrative Sciences,Active,2012-2026; 2003-2010,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1382,0747-9662,0747-9662,1875-8932,Journal of Economic and Social Measurement,Inactive,2022-2023; 2004-2020; 1989-2002; 1985-1986,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,0167-2681,0167-2681,,Journal of Economic Behavior and Organization,Active,1980-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1385,0254-8372,0254-8372,,Journal of Economic Development,Active,2017-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1386,0165-1889,0165-1889,,Journal of Economic Dynamics and Control,Active,1979-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,,,,
1387,1468-2702,1468-2702,1468-2710,Journal of Economic Geography,Active,2001-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
1388,1381-4338,1381-4338,1573-7020,Journal of Economic Growth,Active,1996-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,1225-651X,1225-651X,1976-5525,Journal of Economic Integration,Active,2013-2026; 2004-2005,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1391,1860-711X,1860-711X,1860-7128,Journal of Economic Interaction and Coordination,Active,2006-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1392,0021-3624,0021-3624,1946-326X,Journal of Economic Issues,Active,1994-2026; 1985-1992; 1976-1983; 1973; 1967-1969,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1393,journal of economic literature,0022-0515,,Journal of Economic Literature,Active,1996-2026; 1986; 1984; 1981,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1394,1350-178X,1350-178X,1469-9427,Journal of Economic Methodology,Active,1994-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1395,0895-3309,0895-3309,1944-7965,Journal of Economic Perspectives,Active,1996-2026; 1992-1994; 1987-1990,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1396,1748-7870,1748-7870,1748-7889,Journal of Economic Policy Reform,Active,2007-2026; 2003,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1397,0167-4870,0167-4870,,Journal of Economic Psychology,Active,1981-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,Psychology ,Social Sciences ,,,
1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,0144-3585,0144-3585,1758-7387,Journal of Economic Studies,Active,1974-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1401,0950-0804,0950-0804,1467-6419,Journal of Economic Surveys,Active,1987-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1402,0022-0531,0022-0531,1095-7235,Journal of Economic Theory,Active,1969-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1403,0931-8658,0931-8658,1617-7134,Journal of Economics/ Zeitschrift fur Nationalokonomie,Active,1948-2026; 1941-1944; 1930-1939,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1404,0013-3035,0013-3035,2729-7470,Ekonomicky Casopis,Active,1978-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1405,1058-6407,1058-6407,1530-9134,Journal of Economics and Management Strategy,Active,1992-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1406,0148-6195,0148-6195,,Journal of Economics and Business,Active,1982-2026; 1980; 1978,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1407,1859-0020,1859-0020,2632-5330,Journal of Economics and Development,Active,2019-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1408,1055-0925,1055-0925,1938-9744,Journal of Economics and Finance,Active,1992-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,0021-4027,0021-4027,2366-049X,Jahrbucher fur Nationalokonomie und Statistik,Active,1992-2026; 1987-1990; 1985; 1982; 1980; 1978; 1959; 1949; 1944; 1927-1928; 1923; 1920; 1918; 1916; 1914; 1910; 1905-1908; 1898-1903; 1896; 1863,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,1472-4049,1472-4049,1747-7638,Journal of Ecotourism,Active,2002-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1413,1363-9080,1363-9080,1469-9435,Journal of Education and Work,Active,2005-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1414,0098-9495,0098-9495,1944-6470,Journal of Education Finance,Active,2005-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
1415,0883-2323,0883-2323,1940-3356,Journal of Education for Business,Active,1985-2026; 1947,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1416,0957-8234,0957-8234,1758-7395,Journal of Educational Administration,Active,1963-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,1539-2937,1539-2937,1539-2929,Journal of Electronic Commerce in Organizations,Active,2003-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,Computer Science ,,,,,,,,,,,,,,,,,,,
1419,1938-9027,1938-9027,1526-6133,Journal of Electronic Commerce Research,Active,2010-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1420,0972-6527,0972-6527,0973-0710,Journal of Emerging Market Finance,Active,2002-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1421,1554-1908,1554-1908,1558-7940,Journal of Emerging Technologies in Accounting,Active,2008-2026; 2004,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,Computer Science ,,,,,,,,,,,,,,,,,,,
1422,0927-5398,0927-5398,,Journal of Empirical Finance,Active,1993-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1423,1326-4443,,1326-4443,Journal of Empirical Generalisations in Marketing Science,Active,2025; 2016-2023; 2013-2014; 2009-2010; 2005-2007; 1996-2003,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
1424,1740-1453,1740-1453,1740-1461,Journal of Empirical Legal Studies,Active,2011-2026; 2007-2009,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1425,0022-0787,0022-0787,2161-1920,Journal of Employment Counseling,Active,1964-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,,,,
1426,0361-4476,0361-4476,,Journal of Energy and Development,Active,2016-2025; 2011-2014; 1988; 1979-1986,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",Energy ,,,,,,,,,,,,,,,
1427,0923-4748,0923-4748,1879-1719,Journal of Engineering and Technology Management - JET-M,Active,1989-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,Engineering ,,,,,,,,,,,,,,
1428,1726-0531,1726-0531,1758-8901,"Journal of Engineering, Design and Technology",Active,2005-2026,,Journal,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
1429,1741-0398,1741-0398,1758-7409,Journal of Enterprise Information Management,Active,2004-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,Social Sciences ,,,
1430,1750-6204,1750-6204,1750-6212,Journal of Enterprising Communities,Active,2007-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1431,0971-3557,0971-3557,0973-0745,Journal of Entrepreneurship,Active,2009-2026; 1996-1999,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1432,2053-4604,2053-4604,2053-4612,Journal of Entrepreneurship in Emerging Economies,Active,2014-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
1433,1070-4965,1070-4965,1552-5465,Journal of Environment and Development,Active,1992-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
1434,0095-0696,0095-0696,1096-0449,Journal of Environmental Economics and Management,Active,1974-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,Environmental Science ,,,,,,,,,,,,,
1435,0952-8873,0952-8873,1464-374X,Journal of Environmental Law,Active,1989-2025,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
1436,0964-0568,0964-0568,1360-0559,Journal of Environmental Planning and Management,Active,1992-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,Chemical Engineering ,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
1437,0272-4944,0272-4944,1522-9610,Journal of Environmental Psychology,Active,1981-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
1438,1049-6483,1049-6483,1528-6967,Journal of Euromarketing,Inactive,1992-2009,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1439,0391-5115,0391-5115,2499-8281,Journal of European Economic History,Active,2012-2025; 1999-2001; 1981-1984; 1979; 1974-1975,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1440,1350-1763,1350-1763,1466-4429,Journal of European Public Policy,Active,1994-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
1441,1753-9269,1753-9269,1753-9277,Journal of European Real Estate Research,Active,2008-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1442,0936-9937,0936-9937,1432-1386,Journal of Evolutionary Economics,Active,1991-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1443,1076-898X,1076-898X,1939-2192,Journal of Experimental Psychology: Applied,Active,1995-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
1444,0096-3445,0096-3445,1939-2222,Journal of Experimental Psychology: General,Active,1975-2026,,Journal,Life Sciences,Social Sciences,,,,,,,,,,,,,,,,,,,,,Neuroscience ,,,,Psychology ,,,,
1445,0278-7393,0278-7393,1939-1285,Journal of Experimental Psychology: Learning Memory and Cognition,Active,1982-2026; 1975,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
1446,0022-1031,0022-1031,1096-0465,Journal of Experimental Social Psychology,Active,1965-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
1447,1472-5967,1472-5967,1741-0983,Journal of Facilities Management,Active,2005-2026; 2002-2003,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
1448,1058-0476,1058-0476,1573-3475,Journal of Family and Economic Issues,Active,1992-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,Psychology ,,,,
1449,1877-8585,1877-8585,,Journal of Family Business Strategy,Active,2010-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1450,1361-2026,1361-2026,1758-7433,Journal of Fashion Marketing and Management,Active,1996-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,0022-1090,0022-1090,1756-6916,Journal of Financial and Quantitative Analysis,Active,1966-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1453,1052-3073,1052-3073,1947-7910,Journal of Financial Counseling and Planning,Active,1993-2026; 1990-1991,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1454,1359-0790,1359-0790,1758-7239,Journal of Financial Crime,Active,1993-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
1455,1479-8409,1479-8409,1479-8417,Journal of Financial Econometrics,Active,2004-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1456,1757-6385,1757-6385,1757-6393,Journal of Financial Economic Policy,Active,2014-2026; 2011-2012,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1457,0304-405X,0304-405X,,Journal of Financial Economics,Active,1974-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,1042-9573,1042-9573,1096-0473,Journal of Financial Intermediation,Active,1990-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1460,0970-4205,0970-4205,,Journal of Financial Management and Analysis,Inactive,1996-1997; 1989-1994,,Journal,,,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,,Environmental Science ,,,,,,,,,,,,,
1461,1366-4387,1366-4387,1759-8443,Journal of Financial Management of Property and Construction,Active,2005-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1462,2282-717X,,2282-717X,"Journal of Financial Management, Markets and Institutions",Active,2019-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1463,1386-4181,1386-4181,,Journal of Financial Markets,Active,1998-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1464,2053-4833,2053-4833,2053-4841,Journal of Financial Regulation,Active,2015-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1465,1358-1988,1358-1988,1740-0279,Journal of Financial Regulation and Compliance,Active,1996-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,1985-2517,1985-2517,2042-5856,Journal of Financial Reporting and Accounting,Active,2017-2026; 2009; 2007; 2003,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
