id,scimago_match_key,scimago_issn,scimago_eissn,Scimago_Title,SJR Best Quartile,Scimago_Categories,Scimago_Areas
2048,2631-7877,2631-7877,,Organization Theory,Q1,Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1),"Business, Management and Accounting"
2049,0749-5978,0749-5978,1095-9920,Organizational Behavior and Human Decision Processes,Q1,Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1),"Business, Management and Accounting; Psychology"
2050,0090-2616,0090-2616,,Organizational Dynamics,Q1,Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1),"Business, Management and Accounting; Psychology; Social Sciences"
2051,2041-3866,2041-3866,2041-3874,Organizational Psychology Review,Q1,Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1),"Business, Management and Accounting; Psychology"
2052,1094-4281,1552-7425,1094-4281,Organizational Research Methods,Q1,Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Decision Sciences"
2053,osgoode hall law journal,2817-5069,,Osgoode Hall Law Journal,Q2,Law (Q2),Social Sciences
2054,,,,,,,
2055,0305-9049,0305-9049,1468-0084,Oxford Bulletin of Economics and Statistics,Q1,"Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Economics and Econometrics (Q2)","Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
2056,1360-0818,1469-9966,1360-0818,Oxford Development Studies,Q2,"Development (Q2); Geography, Planning and Development (Q2)",Social Sciences
2057,0030-7653,0030-7653,1464-3812,Oxford Economic Papers,Q2,Economics and Econometrics (Q2),"Economics, Econometrics and Finance"
2058,0143-6503,1464-3820,0143-6503,Oxford Journal of Legal Studies,Q2,Law (Q2),Social Sciences
2059,0266-903X,1460-2121,0266-903X,Oxford Review of Economic Policy,Q2,"Economics and Econometrics (Q2); Management, Monitoring, Policy and Law (Q2)","Economics, Econometrics and Finance; Environmental Science"
2060,1472-9342,1757-8469,1472-9342,Oxford University Commonwealth Law Journal,Q4,Law (Q4),Social Sciences
2061,,,,,,,
2062,0114-0582,2041-5494,0114-0582,Pacific Accounting Review,Q2,Accounting (Q2); Finance (Q2),"Business, Management and Accounting; Economics, Econometrics and Finance"
2063,0030-851X,0030-851X,1715-3379,Pacific Affairs,Q1,"Sociology and Political Science (Q1); Geography, Planning and Development (Q2)",Social Sciences
2064,1943-7544,1943-7536,1943-7544,Pacific Asia Journal of the Association for Information Systems,Q1,Information Systems and Management (Q1); Computer Science Applications (Q2); Human-Computer Interaction (Q2); Information Systems (Q2); Management Information Systems (Q2),"Business, Management and Accounting; Computer Science; Decision Sciences"
2065,,,,,,,
2066,1361-374X,1361-374X,1468-0106,Pacific Economic Review,Q2,"Geography, Planning and Development (Q2); Aerospace Engineering (Q3); Development (Q3); Economics and Econometrics (Q3)","Economics, Econometrics and Finance; Engineering; Social Sciences"
2067,1444-5921,1444-5921,2201-6716,Pacific Rim Property Research Journal,Q4,"Economics, Econometrics and Finance (miscellaneous) (Q4)","Economics, Econometrics and Finance"
2068,0927-538X,0927-538X,,Pacific Basin Finance Journal,Q1,Economics and Econometrics (Q1); Finance (Q1),"Economics, Econometrics and Finance"
2069,0030-9729,0030-9729,,Pakistan Development Review,Q4,"Development (Q4); Geography, Planning and Development (Q4)",Social Sciences
2070,,,,,,,
2071,,,,,,,
2072,1012-9367,2310-3515,1012-9367,Pakistan Journal of Statistics,Q4,Statistics and Probability (Q4),Mathematics
2073,1056-8190,1435-5957,1056-8190,Papers in Regional Science,Q1,"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1)",Environmental Science; Social Sciences
2074,0031-2290,1460-2482,0031-2290,Parliamentary Affairs,Q1,Law (Q1); Sociology and Political Science (Q1),Social Sciences
2075,1695-7121,1695-7121,2529-959X,PASOS Revista de Turismo y Patrimonio Cultural,Q2,"Anthropology (Q2); Cultural Studies (Q2); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Tourism, Leisure and Hospitality Management (Q4)","Business, Management and Accounting; Social Sciences"
2076,1554-8597,1554-8597,1079-2457,"Peace Economics, Peace Science and Public Policy",Q2,"Economics and Econometrics (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Management, Monitoring, Policy and Law (Q3)","Economics, Econometrics and Finance; Environmental Science; Social Sciences"
2077,,,,,,,
2078,,,,,,,
2079,1467-8047,1467-8047,,Performance Measurement and Metrics,Q1,Literature and Literary Theory (Q1); Library and Information Sciences (Q2),Arts and Humanities; Social Sciences
2080,0191-8869,0191-8869,,Personality and Individual Differences,Q1,Psychology (miscellaneous) (Q1),Psychology
2081,0146-1672,0146-1672,1552-7433,Personality and Social Psychology Bulletin,Q1,Social Psychology (Q1),Psychology
2082,0031-5826,0031-5826,1744-6570,Personnel Psychology,Q1,Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1),"Business, Management and Accounting; Psychology"
2083,0048-3486,0048-3486,,Personnel Review,Q1,Applied Psychology (Q1); Industrial Relations (Q1); Organizational Behavior and Human Resource Management (Q1),"Business, Management and Accounting; Psychology"
2084,,,,,,,
2085,,,,,,,
2086,1170-7690,1170-7690,1179-2027,PharmacoEconomics,Q1,"Health Policy (Q1); Pharmacology (Q1); Public Health, Environmental and Occupational Health (Q1)","Medicine; Pharmacology, Toxicology and Pharmaceutics"
2087,,,,,,,
2088,1655-1516,2984-8156,1655-1516,Philippine Review of Economics,Q4,Economics and Econometrics (Q4),"Economics, Econometrics and Finance"
2089,0048-3915,1088-4963,0048-3915,Philosophy and Public Affairs,Q1,History and Philosophy of Science (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1),Arts and Humanities; Social Sciences
2090,1740-3812,2052-9597,1740-3812,Philosophy of Management,Q1,History and Philosophy of Science (Q1); Business and International Management (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2); Organizational Behavior and Human Resource Management (Q3),"Arts and Humanities; Business, Management and Accounting"
2091,0048-3931,1552-7441,0048-3931,Philosophy of the Social Sciences,Q1,Philosophy (Q1); Social Sciences (miscellaneous) (Q2),Arts and Humanities; Social Sciences
2092,,,,,,,
2093,1751-8040,1751-8040,1751-8059,Place Branding and Public Diplomacy,Q2,Marketing (Q2); Strategy and Management (Q2),"Business, Management and Accounting"
2094,0305-5736,0305-5736,1470-8442,Policy and Politics,Q1,"Public Administration (Q1); Sociology and Political Science (Q1); Management, Monitoring, Policy and Law (Q2)",Environmental Science; Social Sciences
2095,1449-4035,1839-3373,1449-4035,Policy and Society,Q1,Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1),Social Sciences
2096,0032-2687,0032-2687,1573-0891,Policy Sciences,Q1,"Development (Q1); Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)",Environmental Science; Social Sciences
2097,0144-2872,1470-1006,0144-2872,Policy Studies,Q1,Political Science and International Relations (Q1),Social Sciences
2098,0190-292X,0190-292X,1541-0072,Policy Studies Journal,Q1,"Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1)",Environmental Science; Social Sciences
2099,1058-4609,1058-4609,1091-7675,Political Communication,Q1,Communication (Q1); Sociology and Political Science (Q1),Social Sciences
2100,1467-923X,1467-923X,0032-3179,Political Quarterly,Q2,Sociology and Political Science (Q2),Social Sciences
2101,1538-165X,0032-3195,1538-165X,Political Science Quarterly,Q1,Sociology and Political Science (Q1),Social Sciences
2102,0032-3217,0032-3217,1467-9248,Political Studies,Q1,Sociology and Political Science (Q1),Social Sciences
2103,0032-3233,2336-8225,0032-3233,Politicka Ekonomie,Q3,Economics and Econometrics (Q3); Sociology and Political Science (Q3),"Economics, Econometrics and Finance; Social Sciences"
2104,1743-923X,1743-923X,1743-9248,Politics and Gender,Q1,Gender Studies (Q1); Sociology and Political Science (Q1),Social Sciences
2105,0032-3292,0032-3292,1552-7514,Politics and Society,Q1,Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1),Social Sciences
2106,1470-594X,1470-594X,1741-3060,"Politics, Philosophy and Economics",Q1,Philosophy (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2),"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
2107,1634-2941,1958-9190,1634-2941,Population,Q2,Demography (Q2),Social Sciences
2108,0098-7921,1728-4457,0098-7921,Population and Development Review,Q1,Demography (Q1); Development (Q1); Sociology and Political Science (Q1),Social Sciences
2109,0199-0039,1573-7810,0199-0039,Population and Environment,Q1,Demography (Q1); Environmental Science (miscellaneous) (Q2),Environmental Science; Social Sciences
2110,,,,,,,
2111,0167-5923,1573-7829,0167-5923,Population Research and Policy Review,Q1,"Demography (Q1); Management, Monitoring, Policy and Law (Q2)",Environmental Science; Social Sciences
2112,0032-4728,0032-4728,1477-4747,Population Studies,Q1,Demography (Q1); History (Q1),Arts and Humanities; Social Sciences
2113,1544-8444,1544-8444,1544-8452,"Population, Space and Place",Q1,"Demography (Q1); Geography, Planning and Development (Q1)",Social Sciences
2114,1617-982X,1617-9838,1617-982X,Portuguese Economic Journal,Q2,"Economics and Econometrics (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2)","Economics, Econometrics and Finance"
2115,1463-1377,1465-3958,1463-1377,Post-Communist Economies,Q3,Economics and Econometrics (Q3),"Economics, Econometrics and Finance"
2116,1060-586X,1060-586X,,Post-Soviet Affairs,Q1,Economics and Econometrics (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1),"Economics, Econometrics and Finance; Social Sciences"
2117,1210-0455,2336-730X,1210-0455,Prague Economic Papers,Q3,Economics and Econometrics (Q3); Finance (Q3),"Economics, Econometrics and Finance"
2118,prism,2578-3505,2578-3491,Prism,Q2,Literature and Literary Theory (Q2); Linguistics and Language (Q3),Arts and Humanities; Social Sciences
2119,0178-8051,0178-8051,1432-2064,Probability Theory and Related Fields,Q1,"Analysis (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)",Decision Sciences; Mathematics
2120,0301-7036,0301-7036,2007-8951,Problemas del Desarrollo,Q3,Development (Q3); Economics and Econometrics (Q3),"Economics, Econometrics and Finance; Social Sciences"
2121,,,,,,,
2122,1059-1478,1059-1478,1937-5956,Production and Operations Management,Q1,Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1),"Business, Management and Accounting; Decision Sciences; Engineering"
2123,0953-7287,0953-7287,1366-5871,Production Planning and Control,Q1,Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
2124,1464-9934,1477-027X,1464-9934,Progress in Development Studies,Q2,Development (Q2),Social Sciences
2125,2666-7215,2666-7215,,Project Leadership and Society,Q1,Public Administration (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1),Social Sciences
2126,8756-9728,1938-9507,8756-9728,Project Management Journal,Q1,Business and International Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1),"Business, Management and Accounting"
2127,0810-9028,0810-9028,1470-1030,Prometheus: Critical Studies in Innovation,Q3,"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3); Strategy and Management (Q3); Management of Technology and Innovation (Q4); Research and Theory (Q4)","Business, Management and Accounting; Earth and Planetary Sciences; Nursing; Social Sciences"
2128,0263-7472,0263-7472,,Property Management,Q3,"Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3); Tourism, Leisure and Hospitality Management (Q3)","Business, Management and Accounting; Economics, Econometrics and Finance"
2129,0033-2909,0033-2909,1939-1455,Psychological Bulletin,Q1,History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1),Arts and Humanities; Psychology
2130,1082-989X,1082-989X,1939-1463,Psychological Methods,Q1,History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1),Arts and Humanities; Psychology
2131,0340-0727,1430-2772,0340-0727,Psychological Research,Q1,Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Experimental and Cognitive Psychology (Q2),Arts and Humanities; Medicine; Psychology
2132,0033-295X,1939-1471,0033-295X,Psychological Review,Q1,History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1),Arts and Humanities; Psychology
2133,0956-7976,0956-7976,1467-9280,Psychological Science,Q1,Psychology (miscellaneous) (Q1),Psychology
2134,0742-6046,0742-6046,1520-6793,Psychology and Marketing,Q1,Applied Psychology (Q1); Marketing (Q1),"Business, Management and Accounting; Psychology"
